"lambda","borne_a","censoring_rate","pct_cancer","n_deaths_cancer","n_deaths_other","time_t","pp_age_class","absolute_bias","bias","rmse","estimate_sd","estimation_error_sd","mean_se","ecr","mean_n_at_risk","sd_n_at_risk","med_n_at_risk","iqr_n_at_risk","mean_n_at_risk_u65","sd_n_at_risk_u65","med_n_at_risk_u65","iqr_n_at_risk_u65","mean_n_at_risk_65_85","sd_n_at_risk_65_85","med_n_at_risk_65_85","iqr_n_at_risk_65_85","mean_n_at_risk_o85","sd_n_at_risk_o85","med_n_at_risk_o85","iqr_n_at_risk_o85","mean_cum_cancer","sd_cum_cancer","med_cum_cancer","iqr_cum_cancer","mean_cum_censored","sd_cum_censored","med_cum_censored","iqr_cum_censored","mean_cum_other","sd_cum_other","med_cum_other","iqr_cum_other","se_calibration_ratio"
0.007,Inf,0.747003,0.168602900293761,85.334,420.66,7,">=65",0.0229000916012601,0.0229000916012601,0.034768076234103,0.0261699455283285,0.0261742243379624,0.0268829603259834,0.858,1494.006,19.0383934307605,1494,25,817.151,21.8170158633389,816,29,669.686,21.080222479371,670,28,7.169,2.70032048667019,7,4,85.334,9.32906616309883,85,12,0,0,0,0,420.66,17.4294057323876,421,24,1.02707763098802
0.01,Inf,0.732069,0.224797515864769,120.474,415.388,1,"<65",0.00016239992598191,0.00016239992598191,0.00440566736192662,0.00440422455868129,0.00440487617329802,0.00434910366732871,0.932,1921.209,8.5925054640745,1921,12,907.344,22.0556595030871,908,29,982.512,22.3386855672592,983,29,31.353,5.67702559617443,31,7.25,20.122,4.54992503430747,20,6,0,0,0,0,58.669,7.38213620403572,58,9,0.987338462246137
0.01,Inf,0.732069,0.224797515864769,120.474,415.388,4,"<65",0.00147999578705054,0.00147999578705054,0.00914558869877583,0.00902943780081595,0.00902955912852584,0.00888073130918066,0.935,1689.722,16.4027365328401,1690,22,857.082,21.9417573753042,856,31,816.755,21.9750740357997,817,31,15.885,4.02616256315924,16,5.25,74.519,8.80915661344718,74,11,0,0,0,0,235.759,14.219251249841,236,18.25,0.983517709200773
0.01,Inf,0.732069,0.224797515864769,120.474,415.388,7,"<65",0.00295999922841189,0.00295999922841189,0.0128152645113353,0.012473823814393,0.0124749763165061,0.0120797527088688,0.926,1464.138,19.3006598714,1464,25,803.234,21.6786348095817,803,29,653.954,21.0303628157044,654,28,6.95,2.66807395298905,7,4,120.474,10.8937595896916,120,14,0,0,0,0,415.388,17.5338784327054,416,24,0.968318688740564
0.01,Inf,0.732069,0.224797515864769,120.474,415.388,1,">=65",0.00247303282499127,0.00247303282499127,0.00783209342093157,0.00743456020124348,0.00743512455025422,0.00756295354322216,0.929,1921.209,8.5925054640745,1921,12,907.344,22.0556595030871,908,29,982.512,22.3386855672592,983,29,31.353,5.67702559617443,31,7.25,20.122,4.54992503430747,20,6,0,0,0,0,58.669,7.38213620403572,58,9,1.01719258259952
0.01,Inf,0.732069,0.224797515864769,120.474,415.388,4,">=65",0.0112125815600236,0.0112125815600236,0.0203524757888486,0.0169867821432248,0.0169938246304667,0.0169738124449642,0.88,1689.722,16.4027365328401,1690,22,857.082,21.9417573753042,856,31,816.755,21.9750740357997,817,31,15.885,4.02616256315924,16,5.25,74.519,8.80915661344718,74,11,0,0,0,0,235.759,14.219251249841,236,18.25,0.998822384840514
0.01,Inf,0.732069,0.224797515864769,120.474,415.388,7,">=65",0.0225532562597384,0.0225532562597384,0.0345714870651623,0.0262052692601058,0.0262149876130966,0.0269289963778264,0.857,1464.138,19.3006598714,1464,25,803.234,21.6786348095817,803,29,653.954,21.0303628157044,654,28,6.95,2.66807395298905,7,4,120.474,10.8937595896916,120,14,0,0,0,0,415.388,17.5338784327054,416,24,1.02723666229669
0.014,Inf,0.712399,0.289934097348613,166.77,408.432,1,"<65",0.000191269852936777,0.000191269852936777,0.00473828928303504,0.00473623119670623,0.00473679621806699,0.004724721650156,0.926,1913.475,9.21402589931639,1913,13,904.377,21.9761193303281,905,30,977.955,22.3567618361828,978,29,31.143,5.68672927875856,31,8,27.983,5.40258261379675,28,8,0,0,0,0,58.542,7.3657647593777,58,9,0.997450899858234
0.014,Inf,0.712399,0.289934097348613,166.77,408.432,4,"<65",0.00184398343072398,0.00184398343072398,0.00989580737913108,0.0097268794986017,0.00972735062297143,0.00951984962752781,0.921,1663.612,17.0716401349401,1664,23,846.183,22.0027187099829,845,31,801.921,21.9687365222578,802,31,15.508,3.97790896825955,16,5,102.916,10.2131901604373,102,13,0,0,0,0,233.472,14.1466371743727,234,19,0.978668292787391
0.014,Inf,0.712399,0.289934097348613,166.77,408.432,7,"<65",0.00273413087220236,0.00273413087220236,0.0133571906323878,0.0130848211878274,0.0130809089953169,0.0128210260092818,0.934,1424.798,19.3748956792697,1425,25,784.773,21.3559253263947,784,29.25,633.374,20.9494392049764,634,27.25,6.651,2.61266626744118,7,3,166.77,12.3078260705367,166.5,17,0,0,0,0,408.432,17.5531618089018,408.5,23,0.980132650863317
0.014,Inf,0.712399,0.289934097348613,166.77,408.432,1,">=65",0.00248524954569858,0.00248524954569858,0.00830737994848019,0.00792959937241903,0.00793088868282207,0.00782306593068842,0.929,1913.475,9.21402589931639,1913,13,904.377,21.9761193303281,905,30,977.955,22.3567618361828,978,29,31.143,5.68672927875856,31,8,27.983,5.40258261379675,28,8,0,0,0,0,58.542,7.3657647593777,58,9,0.986404707411014
0.014,Inf,0.712399,0.289934097348613,166.77,408.432,4,">=65",0.0112434116517933,0.0112434116517933,0.0207526519367148,0.0174394691377913,0.0174517282712746,0.0172738174497739,0.884,1663.612,17.0716401349401,1664,23,846.183,22.0027187099829,845,31,801.921,21.9687365222578,802,31,15.508,3.97790896825955,16,5,102.916,10.2131901604373,102,13,0,0,0,0,233.472,14.1466371743727,234,19,0.989805547122027
0.014,Inf,0.712399,0.289934097348613,166.77,408.432,7,">=65",0.0217413993744355,0.0217413993744355,0.034114352618576,0.0262879413683214,0.0263019467003122,0.0269519801145969,0.875,1424.798,19.3748956792697,1425,25,784.773,21.3559253263947,784,29.25,633.374,20.9494392049764,634,27.25,6.651,2.61266626744118,7,3,166.77,12.3078260705367,166.5,17,0,0,0,0,408.432,17.5531618089018,408.5,23,1.02471427007633
0.019,Inf,0.6885235,0.357555279621506,222.747,400.206,1,"<65",0.0002575806189106,0.0002575806189106,0.00511003721123485,0.00510522827846211,0.00510609486101621,0.00514858343710742,0.939,1903.758,9.64906941318905,1904,13.25,900.714,21.9952721282551,901,30,972.156,22.3424898086773,973,29,30.888,5.67535599461969,31,7,37.884,6.25825133002101,38,8,0,0,0,0,58.358,7.36383473891573,58,10,1.00832114898914
0.019,Inf,0.6885235,0.357555279621506,222.747,400.206,4,"<65",0.00188166186807919,0.00188166186807919,0.010620909426257,0.0104571851383972,0.0104581278483802,0.0102484055476429,0.936,1630.723,17.3996269505417,1631,23,832.398,21.7894096839353,832,31,783.292,21.8347771569461,783,31,15.033,3.90219657861289,15,6,138.569,11.5804726305253,138,15,0,0,0,0,230.708,14.0478495891036,231,18,0.979946477631775
0.019,Inf,0.6885235,0.357555279621506,222.747,400.206,7,"<65",0.00242823551659725,0.00242823551659725,0.0142293107035282,0.0140325904574921,0.0140276059647604,0.013618692765464,0.934,1377.047,19.9181204565723,1377,25,762.288,21.3444287963075,762,29,608.45,20.6860197092484,609,28.25,6.309,2.55852790976864,6,4,222.747,14.073274247596,222,19,0,0,0,0,400.206,17.3591158445038,400,22,0.970849395091106
0.019,Inf,0.6885235,0.357555279621506,222.747,400.206,1,">=65",0.00237682880461888,0.00237682880461888,0.00855092893333104,0.00821444675176517,0.00821806589554229,0.00813884178489015,0.925,1903.758,9.64906941318905,1904,13.25,900.714,21.9952721282551,901,30,972.156,22.3424898086773,973,29,30.888,5.67535599461969,31,7,37.884,6.25825133002101,38,8,0,0,0,0,58.358,7.36383473891573,58,10,0.990359762058477
0.019,Inf,0.6885235,0.357555279621506,222.747,400.206,4,">=65",0.0106713140123356,0.0106713140123356,0.0205899292896486,0.0175949042981408,0.0176175657804047,0.0176221556189899,0.893,1630.723,17.3996269505417,1631,23,832.398,21.7894096839353,832,31,783.292,21.8347771569461,783,31,15.033,3.90219657861289,15,6,138.569,11.5804726305253,138,15,0,0,0,0,230.708,14.0478495891036,231,18,1.00026052626352
0.019,Inf,0.6885235,0.357555279621506,222.747,400.206,7,">=65",0.0206726888491225,0.0206726888491225,0.0335391912852544,0.0264137863628092,0.0264237677729648,0.0269274440091111,0.88,1377.047,19.9181204565723,1377,25,762.288,21.3444287963075,762,29,608.45,20.6860197092484,609,28.25,6.309,2.55852790976864,6,4,222.747,14.073274247596,222,19,0,0,0,0,400.206,17.3591158445038,400,22,1.01906148436037
0.03,Inf,0.6392765,0.469402720133975,338.649,382.798,1,"<65",0.000222094528429947,0.000222094528429947,0.00597030926295434,0.00596940323006193,0.00596916222039352,0.00597451715825228,0.937,1882.431,10.9049602088755,1882,15,892.545,22.0291910940974,893,29,959.54,22.3463141873052,960,29,30.346,5.64891088566586,30,7,59.588,7.984861552589,59,11,0,0,0,0,57.981,7.35259815981396,58,10,1.00089710040723
0.03,Inf,0.6392765,0.469402720133975,338.649,382.798,4,"<65",0.00153333793821453,0.00153333793821453,0.012050451467869,0.011966057151482,0.0119584806981199,0.0115949643301889,0.941,1561.1,18.7234229393711,1561,25,802.5,21.6101596245608,803,31,744.559,21.650895599958,745,30,14.041,3.78386530371215,14,4.25,214.114,13.8033161064845,214,18,0,0,0,0,224.786,13.9107049322352,225,18,0.969601793312412
0.03,Inf,0.6392765,0.469402720133975,338.649,382.798,7,"<65",0.00256101336014235,0.00256101336014235,0.0152760702907095,0.0150823404176944,0.0150674005938824,0.0149758751464603,0.945,1278.553,20.7420206928453,1278,28,715.709,20.8655623142702,715,28,557.222,20.0599880139326,557,27,5.622,2.42094547170666,6,3,338.649,16.4563243043399,338,22.25,0,0,0,0,382.798,17.2260248441691,383,23,0.993925598058419
0.03,Inf,0.6392765,0.469402720133975,338.649,382.798,1,">=65",0.00217154557448454,0.00217154557448454,0.00927175012770134,0.00901214485617064,0.00901837409513412,0.00877221981204819,0.94,1882.431,10.9049602088755,1882,15,892.545,22.0291910940974,893,29,959.54,22.3463141873052,960,29,30.346,5.64891088566586,30,7,59.588,7.984861552589,59,11,0,0,0,0,57.981,7.35259815981396,58,10,0.972705248142373
0.03,Inf,0.6392765,0.469402720133975,338.649,382.798,4,">=65",0.010335575981785,0.010335575981785,0.0212525379431682,0.0185617562747875,0.0185793280174536,0.0182387954493727,0.899,1561.1,18.7234229393711,1561,25,802.5,21.6101596245608,803,31,744.559,21.650895599958,745,30,14.041,3.78386530371215,14,4.25,214.114,13.8033161064845,214,18,0,0,0,0,224.786,13.9107049322352,225,18,0.981671427095698
0.03,Inf,0.6392765,0.469402720133975,338.649,382.798,7,">=65",0.0189061044790627,0.0189061044790627,0.0323055096397382,0.0262001116534135,0.0262086256520359,0.0267275122085693,0.891,1278.553,20.7420206928453,1278,28,715.709,20.8655623142702,715,28,557.222,20.0599880139326,557,27,5.622,2.42094547170666,6,3,338.649,16.4563243043399,338,22.25,0,0,0,0,382.798,17.2260248441691,383,23,1.01979831233513
0.04,Inf,0.597296,0.543395034784227,437.665,367.743,1,"<65",0.000374251807962999,0.000374251807962999,0.00664091552873895,0.00663071184791493,0.00663367924642328,0.00660597338888922,0.93,1863.643,11.5937900173743,1864,16,885.352,22.0091457921133,885.5,30,948.388,22.4377117128041,949,29,29.903,5.60419467880961,30,7,78.702,9.0264429690035,78,11,0,0,0,0,57.655,7.33674333766711,57,9,0.995823455354885
0.04,Inf,0.597296,0.543395034784227,437.665,367.743,4,"<65",0.00125521007762785,0.00125521007762785,0.0129597761428315,0.0129184566840321,0.012905300931224,0.0125777804585193,0.936,1500.245,19.2541345351251,1500,26,776.28,21.3009701969495,776,30,710.775,21.3365325819971,710,30,13.19,3.71587240196804,13,5,280.087,15.2998534802303,280,20,0,0,0,0,219.668,13.7843310967121,220,18,0.974621244831862
0.04,Inf,0.597296,0.543395034784227,437.665,367.743,7,"<65",0.00214791651324099,0.00214791651324099,0.0161698052859905,0.0160509823586462,0.0160345303580365,0.0158913945691137,0.941,1194.592,21.957724783722,1194,30,675.435,20.6762008183389,675,29,514.105,19.8505420333808,514,27,5.052,2.27562617195234,5,4,437.665,18.7866365460322,438,24,0,0,0,0,367.743,17.1634942985552,368,22,0.991073278373193
0.04,Inf,0.597296,0.543395034784227,437.665,367.743,1,">=65",0.00220165771650994,0.00220165771650994,0.00982605508027354,0.00957338384187397,0.00958101547840828,0.00928054267339289,0.928,1863.643,11.5937900173743,1864,16,885.352,22.0091457921133,885.5,30,948.388,22.4377117128041,949,29,29.903,5.60419467880961,30,7,78.702,9.0264429690035,78,11,0,0,0,0,57.655,7.33674333766711,57,9,0.968638730863911
0.04,Inf,0.597296,0.543395034784227,437.665,367.743,4,">=65",0.0096869460046476,0.0096869460046476,0.0211292885346548,0.0187747281842572,0.0187873061921525,0.0186712155092554,0.91,1500.245,19.2541345351251,1500,26,776.28,21.3009701969495,776,30,710.775,21.3365325819971,710,30,13.19,3.71587240196804,13,5,280.087,15.2998534802303,280,20,0,0,0,0,219.668,13.7843310967121,220,18,0.993820791458352
0.04,Inf,0.597296,0.543395034784227,437.665,367.743,7,">=65",0.0167982088021779,0.0167982088021779,0.0311838055377772,0.0262784384450992,0.0262857537404968,0.0264214744171641,0.886,1194.592,21.957724783722,1194,30,675.435,20.6762008183389,675,29,514.105,19.8505420333808,514,27,5.052,2.27562617195234,5,4,437.665,18.7866365460322,438,24,0,0,0,0,367.743,17.1634942985552,368,22,1.00516327886228
0.055,Inf,0.540074,0.62318923163461,573.233,346.619,1,"<65",0.000688449221477473,0.000688449221477473,0.00750848761176159,0.00747719510141934,0.00748060046177398,0.00742279265030317,0.933,1835.992,12.5699618113954,1836,17,874.758,22.0545196691707,875,29,932.023,22.4077794433,933,29,29.211,5.58387487849241,29,7,106.848,10.3196604300428,107,15,0,0,0,0,57.16,7.30176113795266,57,10,0.992272303304232
0.055,Inf,0.540074,0.62318923163461,573.233,346.619,4,"<65",0.00148823662948844,0.00148823662948844,0.0136926805188559,0.0136339760356192,0.0136183740453015,0.0137345122635677,0.94,1414.188,20.0766463267082,1414,27,739.123,21.1472238385107,739,29,663.065,21.2361896476451,663,31,12,3.52738464622763,12,4,373.693,17.3090251993968,374,23,0,0,0,0,212.119,13.6049231138192,212,17,1.00852805319341
0.055,Inf,0.540074,0.62318923163461,573.233,346.619,7,"<65",0.00188359699507009,0.00188359699507009,0.0170002843996935,0.0169129412221238,0.0169040669517763,0.0168421195262162,0.945,1080.148,21.9174010427438,1080,29,619.509,20.2237711597002,619,27,456.323,18.8479153997177,456,25,4.316,2.09344847716072,4,3,573.233,19.6269184266641,573,26,0,0,0,0,346.619,16.8185820955187,347,22,0.996335353750264
0.055,Inf,0.540074,0.62318923163461,573.233,346.619,1,">=65",0.00231229949277706,0.00231229949277706,0.0103345953929346,0.0100669594606464,0.0100776332381691,0.00996073296155098,0.937,1835.992,12.5699618113954,1836,17,874.758,22.0545196691707,875,29,932.023,22.4077794433,933,29,29.211,5.58387487849241,29,7,106.848,10.3196604300428,107,15,0,0,0,0,57.16,7.30176113795266,57,10,0.988400026687278
0.055,Inf,0.540074,0.62318923163461,573.233,346.619,4,">=65",0.00893444697624184,0.00893444697624184,0.0214106913893882,0.019441082058756,0.0194672118017882,0.0191231996162342,0.918,1414.188,20.0766463267082,1414,27,739.123,21.1472238385107,739,29,663.065,21.2361896476451,663,31,12,3.52738464622763,12,4,373.693,17.3090251993968,374,23,0,0,0,0,212.119,13.6049231138192,212,17,0.982328636013384
0.055,Inf,0.540074,0.62318923163461,573.233,346.619,7,">=65",0.0151346974978407,0.0151346974978407,0.0296490145282596,0.0254792524461352,0.0255079526774612,0.0257703979892495,0.907,1080.148,21.9174010427438,1080,29,619.509,20.2237711597002,619,27,456.323,18.8479153997177,456,25,4.316,2.09344847716072,4,3,573.233,19.6269184266641,573,26,0,0,0,0,346.619,16.8185820955187,347,22,1.01028876425744
0.07,Inf,0.4883055,0.680076013324968,695.968,327.421,1,"<65",0.000705656337992949,0.000705656337992949,0.00824458475737663,0.00821304755143422,0.00821844083290386,0.00814929091247099,0.94,1808.41,13.4353417674583,1809,19,864.024,21.9209934527145,864,30,915.86,22.4345650662033,916,30,28.526,5.55104838189491,28,7,134.934,11.4060397045487,134,15,0,0,0,0,56.656,7.27781771073106,56,9,0.991586004956559
0.07,Inf,0.4883055,0.680076013324968,695.968,327.421,4,"<65",0.00106394902120677,0.00106394902120677,0.0147411368933378,0.0147211851103319,0.0147100480931675,0.0146418074835217,0.946,1332.51,21.393447117741,1332,28.25,703.191,20.9563280821495,703,29,618.406,21.0683421046612,618,30,10.913,3.36284696942037,11,4,462.479,18.9877880516688,463,25,0,0,0,0,205.011,13.2878683936306,205,17,0.995360952648583
0.07,Inf,0.4883055,0.680076013324968,695.968,327.421,7,"<65",0.00162062092514064,0.00162062092514064,0.0173090786709475,0.0172496294604587,0.0172416666050985,0.0174330116365317,0.955,976.611,22.4140149698145,977,29,568.244,19.8155272228401,568,26,404.693,18.2459218639307,405,25,3.674,1.93687260176695,4,3,695.968,20.5429547287869,697,27,0,0,0,0,327.421,16.4418397113308,328,22.25,1.01109782689897
0.07,Inf,0.4883055,0.680076013324968,695.968,327.421,1,">=65",0.00232303674084239,0.00232303674084239,0.010874606741875,0.010614261438647,0.0106289014313224,0.0105653580742802,0.946,1808.41,13.4353417674583,1809,19,864.024,21.9209934527145,864,30,915.86,22.4345650662033,916,30,28.526,5.55104838189491,28,7,134.934,11.4060397045487,134,15,0,0,0,0,56.656,7.27781771073106,56,9,0.99402164396267
0.07,Inf,0.4883055,0.680076013324968,695.968,327.421,4,">=65",0.00798957857313731,0.00798957857313731,0.0213209397327863,0.0197499045528664,0.0197772658767163,0.0193953707541569,0.919,1332.51,21.393447117741,1332,28.25,703.191,20.9563280821495,703,29,618.406,21.0683421046612,618,30,10.913,3.36284696942037,11,4,462.479,18.9877880516688,463,25,0,0,0,0,205.011,13.2878683936306,205,17,0.980690196261704
0.07,Inf,0.4883055,0.680076013324968,695.968,327.421,7,">=65",0.0129813888325143,0.0129813888325143,0.0278497921811485,0.0246252971174577,0.0246516159852233,0.024968712028604,0.918,976.611,22.4140149698145,977,29,568.244,19.8155272228401,568,26,404.693,18.2459218639307,405,25,3.674,1.93687260176695,4,3,695.968,20.5429547287869,697,27,0,0,0,0,327.421,16.4418397113308,328,22.25,1.01286309358262
0.1,Inf,0.3996905,0.756114281561372,907.794,292.825,1,"<65",0.000402706610984685,0.000402706610984685,0.00928141842438279,0.00927651722353197,0.00927731771461555,0.00938416762518106,0.954,1754.059,14.8976326461105,1755,21,842.648,21.6692790293921,843,31,884.259,22.4753433802481,884,30.25,27.152,5.4487232068242,27,6,190.319,13.1446575086999,190,17,0,0,0,0,55.622,7.2136781986136,55,10,1.0115173279446
0.1,Inf,0.3996905,0.756114281561372,907.794,292.825,4,"<65",0.0008114756782493,0.0008114756782493,0.0159736108960099,0.0159614126859197,0.0159609681656697,0.0158896441880932,0.946,1184.482,21.8782616844743,1184,29,636.958,20.4992794131027,637,28,538.434,20.0986467106519,538,28,9.09,3.03201139395832,9,4,623.9,20.0134089184361,624,27,0,0,0,0,191.618,12.9912604796012,192,17,0.995531350176493
0.1,Inf,0.3996905,0.756114281561372,907.794,292.825,7,"<65",0.00104130339673278,0.00104130339673278,0.0181733297721069,0.0181605492692084,0.0181525512630886,0.017894382565432,0.951,799.381,21.8937245386475,799,31,478.041,19.2920580162538,478,26,318.665,16.3040669036163,318,22,2.675,1.65109088214462,3,3,907.794,21.5648465472539,907,30,0,0,0,0,292.825,15.6905885667036,293,21,0.985777828476292
0.1,Inf,0.3996905,0.756114281561372,907.794,292.825,1,">=65",0.00216195589179397,0.00216195589179397,0.0120851824724611,0.0118794034658869,0.0118961801102637,0.0115943700342285,0.935,1754.059,14.8976326461105,1755,21,842.648,21.6692790293921,843,31,884.259,22.4753433802481,884,30.25,27.152,5.4487232068242,27,6,190.319,13.1446575086999,190,17,0,0,0,0,55.622,7.2136781986136,55,10,0.974629664880843
0.1,Inf,0.3996905,0.756114281561372,907.794,292.825,4,">=65",0.00700005712633695,0.00700005712633695,0.0211654136468552,0.0199303525143023,0.0199843265680603,0.019530262048641,0.927,1184.482,21.8782616844743,1184,29,636.958,20.4992794131027,637,28,538.434,20.0986467106519,538,28,9.09,3.03201139395832,9,4,623.9,20.0134089184361,624,27,0,0,0,0,191.618,12.9912604796012,192,17,0.977278968201759
0.1,Inf,0.3996905,0.756114281561372,907.794,292.825,7,">=65",0.00985525347501118,0.00985525347501118,0.0239932339786824,0.0219003969070096,0.0218867147827869,0.0230796775595418,0.938,799.381,21.8937245386475,799,31,478.041,19.2920580162538,478,26,318.665,16.3040669036163,318,22,2.675,1.65109088214462,3,3,907.794,21.5648465472539,907,30,0,0,0,0,292.825,15.6905885667036,293,21,1.05450625133075
0.3,10.5,0.2998725,0.911698807823184,1276.603,123.652,1,"<65",1.75782894700031e-05,-1.75782894700031e-05,0.0144381327443803,0.0144400228141107,0.0144453465235096,0.0142633391566287,0.945,1297.678,21.0519238906923,1298,28,645.871,20.9383087132598,646,28,634.081,20.8575040327091,634,28,17.726,4.22075096857641,17,5,492.783,18.8071693941598,493,25,162.315,11.9578746341382,162,16,47.224,6.73001613052429,47,9.25,0.987400276858384
0.3,10.5,0.2998725,0.911698807823184,1276.603,123.652,4,"<65",0.000472750247734255,0.000472750247734255,0.0183488664973936,0.0183811256862142,0.0183519536601852,0.018816076184248,0.955,339.5,16.4838016160022,339,22,204.608,13.3875151376781,204,18,133.281,11.265209449626,133,16,1.611,1.21373479481811,1,1,1127.516,21.5448816642358,1128,30,424.293,18.0244842653828,425,24,108.691,10.1465497323707,108,14,1.02529008805584
0.3,10.5,0.2998725,0.911698807823184,1276.603,123.652,7,"<65",0.000646818721523296,0.000646818721523296,0.0182660644644133,0.0182549437031337,0.0182637427944124,0.0183042276732806,0.955,72.873,8.32611525233678,73,11,50.747,6.83576760274358,50,9,22.028,4.65283406805625,22,6,0.098,0.317011823906454,0,0,1276.603,20.5909051859401,1276,29,526.872,19.3261769917673,526,27,123.652,10.8752548092984,124,15,1.00221668030063
0.3,10.5,0.2998725,0.911698807823184,1276.603,123.652,1,">=65",0.00206262854444042,0.00206262854444042,0.015584759171162,0.0154788212560504,0.0154553922972483,0.0155062606192355,0.945,1297.678,21.0519238906923,1298,28,645.871,20.9383087132598,646,28,634.081,20.8575040327091,634,28,17.726,4.22075096857641,17,5,492.783,18.8071693941598,493,25,162.315,11.9578746341382,162,16,47.224,6.73001613052429,47,9.25,1.00329129930893
0.3,10.5,0.2998725,0.911698807823184,1276.603,123.652,4,">=65",0.00270356549337676,0.00270356549337676,0.0173861554796377,0.017293419146072,0.0171832593062418,0.0176674157337223,0.947,339.5,16.4838016160022,339,22,204.608,13.3875151376781,204,18,133.281,11.265209449626,133,16,1.611,1.21373479481811,1,1,1127.516,21.5448816642358,1128,30,424.293,18.0244842653828,425,24,108.691,10.1465497323707,108,14,1.0281760531487
0.3,10.5,0.2998725,0.911698807823184,1276.603,123.652,7,">=65",0.00207989933105232,0.00207989933105232,0.0161057562872615,0.0159965030936234,0.0159788838498325,0.0158734610217237,0.943,72.873,8.32611525233678,73,11,50.747,6.83576760274358,50,9,22.028,4.65283406805625,22,6,0.098,0.317011823906454,0,0,1276.603,20.5909051859401,1276,29,526.872,19.3261769917673,526,27,123.652,10.8752548092984,124,15,0.993402365953745
