"lambda","borne_a","censoring_rate","pct_cancer","n_deaths_cancer","n_deaths_other","time_t","absolute_bias","bias","rmse","estimate_sd","estimation_error_sd","mean_se","ecr","se_calibration_ratio"
0.03,Inf,0.407069,0.434009352221483,514.662,671.2,1,0.00126916063589453,0.00126916063589453,0.00585203392318175,0.00570864975060817,0.00571561024903594,0.00547919926160844,0.931,0.958637664724012
0.03,Inf,0.407069,0.434009352221483,514.662,671.2,4,0.00626910862434465,0.00626910862434465,0.0130486749174354,0.0114306116227399,0.0114497725500782,0.0112222645453168,0.904,0.980129910549197
0.03,Inf,0.407069,0.434009352221483,514.662,671.2,7,0.0113742480585715,0.0113742480585715,0.0192442976487533,0.0154928577664822,0.0155309588815267,0.0160560096895634,0.895,1.03380672191858
0.03,Inf,0.407069,0.434009352221483,514.662,671.2,7.5,0.0115968804570937,0.0115968804570937,0.0201571364014339,0.0164563391359697,0.01649529042412,0.0169960587565304,0.895,1.03035826102692
0.03,Inf,0.407069,0.434009352221483,514.662,671.2,8,0.0128606467920896,0.0128606467920896,0.0216998425892279,0.0174319371059801,0.0174869301254278,0.0179823671425116,0.899,1.02833184632924
0.03,Inf,0.407069,0.434009352221483,514.662,671.2,8.5,0.0132221611579533,0.0132221611579533,0.0229787557478769,0.0187505787721412,0.018802957779428,0.019085845505363,0.896,1.01504485247765
0.03,Inf,0.407069,0.434009352221483,514.662,671.2,9,0.0148469666722854,0.0148469666722854,0.0250796381542163,0.0201814644896278,0.0202228780190615,0.0202178725192014,0.882,0.999752483308487
0.03,Inf,0.407069,0.434009352221483,514.662,671.2,9.5,0.015579318998006,0.015579318998006,0.0267410459738103,0.0216959752640648,0.0217449120608094,0.0215087047502698,0.877,0.989137352688341
0.03,Inf,0.407069,0.434009352221483,514.662,671.2,10,0.0179817158643919,0.0179817158643919,0.0298469483593823,0.0237944075850845,0.0238341412101871,0.0229195333527386,0.859,0.961626145897902
0.03,Inf,0.407069,0.434009352221483,514.662,671.2,10.5,0.018645336693184,0.018645336693184,0.0325544671089387,0.026640240748837,0.0266993933629723,0.0247074378913404,0.862,0.925393231053918
0.03,Inf,0.407069,0.434009352221483,514.662,671.2,11,0.0210087977397023,0.0210087977397023,0.03556595085339,0.0286776137748098,0.0287122216017385,0.0266565581205879,0.867,0.928404582910223
0.03,Inf,0.407069,0.434009352221483,514.662,671.2,11.5,0.0212351691370056,0.0212351691370056,0.0383820956510053,0.0319572953353233,0.031988687600777,0.0288177292881681,0.878,0.900872509926545
0.03,Inf,0.407069,0.434009352221483,514.662,671.2,12,0.0233097905930511,0.0233097905930511,0.0423204790198745,0.0353161689935497,0.0353401405276247,0.0315683678583964,0.877,0.893272278691705
0.03,Inf,0.407069,0.434009352221483,514.662,671.2,12.5,0.0240320488808515,0.0240320488808515,0.0475434301000768,0.0410323479586936,0.0410429396506198,0.0341713805308682,0.888,0.832576341308734
0.03,Inf,0.407069,0.434009352221483,514.662,671.2,13,0.0266288572206569,0.0266288572206569,0.0553779939245744,0.0485841939780297,0.0485796887638492,0.0372489737037632,0.887,0.766760237695928
0.04,Inf,0.3614035,0.509736053288496,651.02,626.173,1,0.00135502175672352,0.00135502175672352,0.0062208821997772,0.00606419546531491,0.00607455278797416,0.00586534981409711,0.937,0.965560761231476
0.04,Inf,0.3614035,0.509736053288496,651.02,626.173,4,0.00578126089584841,0.00578126089584841,0.013028120730813,0.0116620145505149,0.0116809844460303,0.01166183342849,0.909,0.998360496272482
0.04,Inf,0.3614035,0.509736053288496,651.02,626.173,7,0.0100365573547188,0.0100365573547188,0.0189345905210316,0.0160161468530777,0.0160637566883815,0.0161314770933036,0.905,1.00421572651004
0.04,Inf,0.3614035,0.509736053288496,651.02,626.173,7.5,0.0103418481636164,0.0103418481636164,0.0196923596443626,0.0167081426076592,0.0167665238271047,0.0169709313852749,0.9,1.01219140951804
0.04,Inf,0.3614035,0.509736053288496,651.02,626.173,8,0.0117188108781127,0.0117188108781127,0.0210766122634258,0.0174561180606554,0.0175271291534633,0.0178400290683017,0.9,1.01785231980085
0.04,Inf,0.3614035,0.509736053288496,651.02,626.173,8.5,0.0119015998838419,0.0119015998838419,0.0218409819519656,0.018260516900917,0.018322557926228,0.0188054838141128,0.91,1.02635690332262
0.04,Inf,0.3614035,0.509736053288496,651.02,626.173,9,0.0134393554866622,0.0134393554866622,0.0237540281546908,0.0195498599034999,0.0195964690512409,0.0198097483691698,0.889,1.01088355853145
0.04,Inf,0.3614035,0.509736053288496,651.02,626.173,9.5,0.0139258274131572,0.0139258274131572,0.0253692189317555,0.0211649719269328,0.0212160014796635,0.0209296086437885,0.892,0.986501092764839
0.04,Inf,0.3614035,0.509736053288496,651.02,626.173,10,0.0159209864175554,0.0159209864175554,0.0277873873785167,0.0227534271771499,0.0227855276235783,0.0221420907631962,0.866,0.971761160372856
0.04,Inf,0.3614035,0.509736053288496,651.02,626.173,10.5,0.0162824411757538,0.0162824411757538,0.0299191145811423,0.0250619643022252,0.0251130681691925,0.0237024179977841,0.872,0.943828043554673
0.04,Inf,0.3614035,0.509736053288496,651.02,626.173,11,0.0185197087824702,0.0185197087824702,0.0330381640213779,0.0273501115428519,0.0273731612802474,0.0253469103987992,0.877,0.925976730977348
0.04,Inf,0.3614035,0.509736053288496,651.02,626.173,11.5,0.0185523014940231,0.0185523014940231,0.0354604941096033,0.0302203991437597,0.0302352927006963,0.0272326262517405,0.888,0.900690015516645
0.04,Inf,0.3614035,0.509736053288496,651.02,626.173,12,0.0198220201407952,0.0198220201407952,0.038230453011578,0.0326958071068001,0.0327066473333507,0.0295744522633755,0.9,0.904233685646486
0.04,Inf,0.3614035,0.509736053288496,651.02,626.173,12.5,0.0198919453850615,0.0198919453850615,0.0424802127386328,0.037532543087564,0.0375538183463362,0.0319066781026885,0.903,0.849625404491027
0.04,Inf,0.3614035,0.509736053288496,651.02,626.173,13,0.0210620445283341,0.0210620445283341,0.0467096099702319,0.0416826669664076,0.0417123226603288,0.0347921498040491,0.899,0.834097637941864
0.055,Inf,0.3027575,0.593912632332175,828.187,566.298,1,0.00155923678390616,0.00155923678390616,0.00674879195086231,0.00655734273170369,0.0065694848792974,0.00637806885109374,0.942,0.97086285580672
0.055,Inf,0.3027575,0.593912632332175,828.187,566.298,4,0.00548464100931105,0.00548464100931105,0.0133215450653486,0.0121224543620529,0.012146184822109,0.0121649775735455,0.928,1.00154721434852
0.055,Inf,0.3027575,0.593912632332175,828.187,566.298,7,0.0089985735311006,0.0089985735311006,0.018160718658614,0.0157306868071442,0.0157824732873454,0.0160704252070717,0.914,1.01824504401076
0.055,Inf,0.3027575,0.593912632332175,828.187,566.298,7.5,0.00896605280289687,0.00896605280289687,0.0186492178050871,0.0163198884486759,0.0163606507440876,0.016764501733279,0.918,1.02468428643263
0.055,Inf,0.3027575,0.593912632332175,828.187,566.298,8,0.0100223882162269,0.0100223882162269,0.0197924133158806,0.0170412482434534,0.0170757999007992,0.0175013791118949,0.906,1.02492294437555
0.055,Inf,0.3027575,0.593912632332175,828.187,566.298,8.5,0.010154448469314,0.010154448469314,0.0205292645259046,0.0178298145349442,0.0178509533300999,0.0182787336267094,0.914,1.02396400285738
0.055,Inf,0.3027575,0.593912632332175,828.187,566.298,9,0.0111437265134844,0.0111437265134844,0.0217127983282548,0.0186427311853085,0.0186443176656413,0.0190893531301483,0.909,1.02386976410121
0.055,Inf,0.3027575,0.593912632332175,828.187,566.298,9.5,0.0112588754304607,0.0112588754304607,0.0226873626428987,0.0197030047928724,0.0197064073392891,0.0199804514071159,0.907,1.01390634340946
0.055,Inf,0.3027575,0.593912632332175,828.187,566.298,10,0.0129276805324278,0.0129276805324278,0.024804870118612,0.0211873724697262,0.0211803036549436,0.0208274551161182,0.888,0.983340723316636
0.055,Inf,0.3027575,0.593912632332175,828.187,566.298,10.5,0.0132500888578354,0.0132500888578354,0.0263833501114901,0.0228108619420036,0.0228262424790118,0.0221404556694913,0.886,0.969956211139394
0.055,Inf,0.3027575,0.593912632332175,828.187,566.298,11,0.0148003207647604,0.0148003207647604,0.0291354064446918,0.0251169070718266,0.0251088204984705,0.0233969176962077,0.882,0.931820660298754
0.055,Inf,0.3027575,0.593912632332175,828.187,566.298,11.5,0.014588968787235,0.014588968787235,0.0314495748721543,0.0278688787851264,0.0278749845583536,0.0248554971304877,0.896,0.891677521056744
0.055,Inf,0.3027575,0.593912632332175,828.187,566.298,12,0.0151806682384136,0.0151806682384136,0.032703764317755,0.0289754046343555,0.0289814326047266,0.026837314888294,0.908,0.926017538688448
0.055,Inf,0.3027575,0.593912632332175,828.187,566.298,12.5,0.015060248379821,0.015060248379821,0.0346291585115815,0.0311892370229626,0.0311984114793874,0.0285757677669778,0.915,0.915936626640675
0.055,Inf,0.3027575,0.593912632332175,828.187,566.298,13,0.0169594840635678,0.0169594840635678,0.0411868957691115,0.0375362628244704,0.0375519164600565,0.0301407099551001,0.92,0.802641057938025
0.07,81.4563393036053,0.302063,0.657738793271096,918.116,477.758,1,0.00114805216416834,0.00114805216416834,0.00691800861925316,0.00683237245125966,0.00682549682377047,0.00686897344509966,0.945,1.0063697372443
0.07,81.4563393036053,0.302063,0.657738793271096,918.116,477.758,4,0.00502387430791228,0.00502387430791228,0.0134538285474504,0.0125084919493186,0.012486877577446,0.0126930545850293,0.93,1.01651149427105
0.07,81.4563393036053,0.302063,0.657738793271096,918.116,477.758,7,0.0089483595029691,0.0089483595029691,0.0179447441131764,0.0155980538409018,0.0155622262668096,0.0162596476727123,0.919,1.04481501514922
0.07,81.4563393036053,0.302063,0.657738793271096,918.116,477.758,7.5,0.00879991744463919,0.00879991744463919,0.0183112384826361,0.0161091080383654,0.0160661454233513,0.0168939120002383,0.921,1.05152241281745
0.07,81.4563393036053,0.302063,0.657738793271096,918.116,477.758,8,0.00938319508275557,0.00938319508275557,0.0190606720753191,0.0166521664481056,0.0165994099416881,0.0175170861583099,0.916,1.05528366489204
0.07,81.4563393036053,0.302063,0.657738793271096,918.116,477.758,8.5,0.0096505816101009,0.0096505816101009,0.0201785514335117,0.0177730259499492,0.0177300470137213,0.0181856930307447,0.916,1.02569908679152
0.07,81.4563393036053,0.302063,0.657738793271096,918.116,477.758,9,0.0109914785276278,0.0109914785276278,0.0217762051781099,0.0188372041372447,0.0188080901739605,0.0189263208067942,0.903,1.00628615833613
0.07,81.4563393036053,0.302063,0.657738793271096,918.116,477.758,9.5,0.0109052140751402,0.0109052140751402,0.0224112399847485,0.0195865291889179,0.0195888669232473,0.0197521596687882,0.91,1.00833599749187
0.07,81.4563393036053,0.302063,0.657738793271096,918.116,477.758,10,0.0117851503751098,0.0117851503751098,0.023900982841066,0.0208026214469013,0.0208038460726953,0.0206701277610316,0.899,0.993572423522245
0.07,81.4563393036053,0.302063,0.657738793271096,918.116,477.758,10.5,0.0114866791887962,0.0114866791887962,0.0245945998165828,0.0217552333112724,0.0217583079607962,0.0216940052718887,0.899,0.997044683390668
0.07,81.4563393036053,0.302063,0.657738793271096,918.116,477.758,11,0.0126586238600898,0.0126586238600898,0.0266595016003537,0.0234282644654341,0.0234742264378377,0.022739612995274,0.888,0.968705531383153
0.07,81.4563393036053,0.302063,0.657738793271096,918.116,477.758,11.5,0.0122860161339814,0.0122860161339814,0.027814128158219,0.024907335545267,0.0249660336375839,0.0239984638442758,0.904,0.961244553005346
0.07,81.4563393036053,0.302063,0.657738793271096,918.116,477.758,12,0.0139603463402509,0.0139603463402509,0.031110000513037,0.0277433313870808,0.0278157253466086,0.0251702684977769,0.9,0.904893479646244
0.07,81.4563393036053,0.302063,0.657738793271096,918.116,477.758,12.5,0.0133804102950648,0.0133804102950648,0.0332345710487432,0.0303979264656125,0.0304372758454263,0.0269289881703661,0.915,0.884737133083891
0.07,81.4563393036053,0.302063,0.657738793271096,918.116,477.758,13,0.0135912613428181,0.0135912613428181,0.0341055909857042,0.0312227112610879,0.0312961403370345,0.0287140786686234,0.926,0.917495843238035
0.1,31.404945,0.3039715,0.743508357188505,1034.996,357.061,1,0.0010631914839777,0.0010631914839777,0.00770100343763651,0.00763815650547089,0.00763107535842837,0.00768811555566429,0.942,1.00747472597986
0.1,31.404945,0.3039715,0.743508357188505,1034.996,357.061,4,0.00439105891077121,0.00439105891077121,0.0137835570610957,0.0131341436231223,0.0130719517602169,0.0134282074896315,0.944,1.02725344584722
0.1,31.404945,0.3039715,0.743508357188505,1034.996,357.061,7,0.00695256646757184,0.00695256646757184,0.0174860121252766,0.0161799358210866,0.0160524178764133,0.0163283552851873,0.927,1.01718977233825
0.1,31.404945,0.3039715,0.743508357188505,1034.996,357.061,7.5,0.00662284835691534,0.00662284835691534,0.0177582803466294,0.0166048940646242,0.0164853318643413,0.0168003843367436,0.931,1.01911107856335
0.1,31.404945,0.3039715,0.743508357188505,1034.996,357.061,8,0.00723159017747388,0.00723159017747388,0.0182770140431099,0.016925966056114,0.0167939090511506,0.0172953622791675,0.923,1.02985923208763
0.1,31.404945,0.3039715,0.743508357188505,1034.996,357.061,8.5,0.00715070030785279,0.00715070030785279,0.0185995673599562,0.0172778048522569,0.0171786640220479,0.01781117249727,0.938,1.03681942172047
0.1,31.404945,0.3039715,0.743508357188505,1034.996,357.061,9,0.00772635073851731,0.00772635073851731,0.0190962087702427,0.0175564402149331,0.0174720911063827,0.0183330314447938,0.93,1.04927517451512
0.1,31.404945,0.3039715,0.743508357188505,1034.996,357.061,9.5,0.00748481019303597,0.00748481019303597,0.0197413073499162,0.0183101021901233,0.0182765112404201,0.0189346231799783,0.923,1.03600861952815
0.1,31.404945,0.3039715,0.743508357188505,1034.996,357.061,10,0.00813693185460498,0.00813693185460498,0.0207204584859674,0.0190858368937727,0.0190654459977548,0.0196044157681068,0.929,1.02826945513971
0.1,31.404945,0.3039715,0.743508357188505,1034.996,357.061,10.5,0.00760631848918137,0.00760631848918137,0.0212115884164336,0.0197987108389164,0.0198108018530139,0.020297889656154,0.93,1.02458698071658
0.1,31.404945,0.3039715,0.743508357188505,1034.996,357.061,11,0.00875819050490121,0.00875819050490121,0.0233884909335485,0.0216929267164737,0.0216976126249447,0.0208241260858064,0.92,0.959742735100076
0.1,31.404945,0.3039715,0.743508357188505,1034.996,357.061,11.5,0.00861684976514281,0.00861684976514281,0.0253784752620113,0.023895190180914,0.0238827823765055,0.0217466445713554,0.928,0.910557414480674
0.1,31.404945,0.3039715,0.743508357188505,1034.996,357.061,12,0.00939284125388168,0.00939284125388168,0.0294396727325053,0.0279295479682339,0.0279150158855101,0.0226343234365416,0.929,0.810829681393464
0.1,31.404945,0.3039715,0.743508357188505,1034.996,357.061,12.5,0.00935162785233363,0.00935162785233363,0.0313523234371466,0.0299568889127186,0.029940134486538,0.0236921725641874,0.929,0.791318174433725
0.1,31.404945,0.3039715,0.743508357188505,1034.996,357.061,13,0.00818746197936123,0.00818746197936123,0.0252292484494622,0.0238719168854294,0.023875730232924,0.0252490405059011,0.945,1.0575190898699
0.3,10.3630995,0.2892795,0.911518460973797,1295.66,125.781,1,0.00108634080465436,0.00108634080465436,0.0106067969727855,0.0105704607760717,0.0105562986467395,0.0106945629813153,0.943,1.01309780437279
0.3,10.3630995,0.2892795,0.911518460973797,1295.66,125.781,4,0.00170289514027847,0.00170289514027847,0.0126826480508264,0.0126944472987109,0.0125740931100372,0.0131223721372149,0.948,1.04360386251157
0.3,10.3630995,0.2892795,0.911518460973797,1295.66,125.781,7,0.00129638615284851,0.00129638615284851,0.0123122368392146,0.0122654505301893,0.0122499232465825,0.0124763010862283,0.944,1.01847993943219
0.3,10.3630995,0.2892795,0.911518460973797,1295.66,125.781,7.5,0.0010821470776732,0.0010821470776732,0.0124342105293877,0.0124002360144991,0.0123932296570648,0.0124574952301295,0.946,1.00518553878553
0.3,10.3630995,0.2892795,0.911518460973797,1295.66,125.781,8,0.00137644332145758,0.00137644332145758,0.0127451264288732,0.0126940458089804,0.0126769221748264,0.0125194479861411,0.94,0.987577884717316
0.3,10.3630995,0.2892795,0.911518460973797,1295.66,125.781,8.5,0.00089393221338362,0.00089393221338362,0.0130473752344494,0.0130172537310649,0.0130232288698539,0.0127189386284556,0.939,0.976634808123303
0.3,10.3630995,0.2892795,0.911518460973797,1295.66,125.781,9,0.000706637062063502,0.000706637062063502,0.0133514664705135,0.0133146231567331,0.0133394250714565,0.0130492404677484,0.948,0.978246093654444
0.3,10.3630995,0.2892795,0.911518460973797,1295.66,125.781,9.5,0.000573561930586457,0.000573561930586457,0.0143961426905347,0.0143625741486616,0.0143919101635667,0.0135941683392466,0.944,0.944570122016212
0.3,10.3630995,0.2892795,0.911518460973797,1295.66,125.781,10,8.8757768715916e-05,8.8757768715916e-05,0.0164383496553587,0.0164041964590874,0.0164463352572455,0.0143727796931444,0.929,0.873919901809883
0.3,10.3630995,0.2892795,0.911518460973797,1295.66,125.781,10.5,0.00259247816427291,0.00259247816427291,0.0204551670891565,0.0202864054505856,0.0203003700122858,0.0140171266833712,0.836,0.690486265762054
0.3,10.3630995,0.2892795,0.911518460973797,1295.66,125.781,11,0.00880853780413718,0.00880853780413718,0.0221178445338386,0.0202864054505856,0.020298293753551,0.0140171266833712,0.731,0.690556893774339
0.3,10.3630995,0.2892795,0.911518460973797,1295.66,125.781,11.5,0.0142177665076705,0.0142177665076705,0.0247726005416467,0.0202864054505856,0.0202965219170992,0.0140171266833712,0.592,0.690617177693002
0.3,10.3630995,0.2892795,0.911518460973797,1295.66,125.781,12,0.0189283587005301,0.0189283587005301,0.0277445213479023,0.0202864054505856,0.0202950139028676,0.0140171266833712,0.483,0.690668493771798
0.3,10.3630995,0.2892795,0.911518460973797,1295.66,125.781,12.5,0.0230334890701685,0.0230334890701685,0.0306914545037833,0.0202864054505856,0.0202937329342986,0.0140171266833712,0.398,0.69071208972504
0.3,10.3630995,0.2892795,0.911518460973797,1295.66,125.781,13,0.0266134729440106,0.0266134729440106,0.0334612708028461,0.0202864054505856,0.0202926462811755,0.0140171266833712,0.319,0.690749076741865
